level,object_id,campaign_id,day_ET,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed,new_acquisitions,completed_CPL,observed_sessions,observed_starts,measurement_flags
AD SET,120250540493670660,120250540492410660,2026-08-18,76.32,2165,23,35.25,1.062,3.32,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-09,40.71,578,3,70.43,0.519,13.57,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-10,35.34,482,1,73.32,0.207,35.34,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-11,30.01,408,5,73.55,1.225,6.0,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-12,8.57,116,0,73.88,0.0,,0,0,,0,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639697240660,120250602165530660,2026-08-15,14.1,446,6,31.61,1.345,2.35,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639697240660,120250602165530660,2026-08-16,88.94,1515,9,58.71,0.594,9.88,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639697820660,120250602165530660,2026-08-15,14.06,525,4,26.78,0.762,3.52,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639697820660,120250602165530660,2026-08-16,120.27,3077,36,39.09,1.17,3.34,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639697820660,120250602165530660,2026-08-17,43.25,901,9,48.0,0.999,4.81,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639697820660,120250602165530660,2026-08-18,7.15,102,0,70.1,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-17,98.76,2881,20,34.28,0.694,4.94,2,2,49.38,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-18,164.31,4256,23,38.61,0.54,7.14,3,3,54.77,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-19,163.38,3616,22,45.18,0.608,7.43,3,3,54.46,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-20,68.01,1492,12,45.58,0.804,5.67,1,1,68.01,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-21,81.67,2034,20,40.15,0.983,4.08,1,1,81.67,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-22,54.07,1094,9,49.42,0.823,6.01,1,1,54.07,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-23,86.62,1691,14,51.22,0.828,6.19,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-24,73.21,1708,8,42.86,0.468,9.15,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-25,64.47,1405,13,45.89,0.925,4.96,2,2,32.23,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-26,80.6,2111,16,38.18,0.758,5.04,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-27,77.61,1808,14,42.93,0.774,5.54,2,2,38.8,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-28,69.91,1678,10,41.66,0.596,6.99,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-29,66.05,1958,14,33.73,0.715,4.72,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-30,79.46,2176,16,36.52,0.735,4.97,1,1,79.46,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-08-31,90.9,2766,17,32.86,0.615,5.35,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-01,80.01,2299,14,34.8,0.609,5.72,1,1,80.01,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-02,67.33,2346,12,28.7,0.512,5.61,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-03,67.85,2233,17,30.39,0.761,3.99,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-04,65.12,1850,13,35.2,0.703,5.01,2,2,32.56,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-05,71.75,2079,18,34.51,0.866,3.99,1,1,71.75,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-06,78.51,1479,14,53.08,0.947,5.61,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-07,86.79,1836,15,47.27,0.817,5.79,2,2,43.4,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-08,67.04,1598,5,41.95,0.313,13.41,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-09,63.36,1245,9,50.89,0.723,7.04,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-10,60.71,1326,7,45.78,0.528,8.67,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-11,55.65,1011,7,55.04,0.692,7.95,1,1,55.65,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-12,54.79,1018,14,53.82,1.375,3.91,1,1,54.79,2,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-13,70.18,1093,10,64.21,0.915,7.02,0,0,,8,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-14,61.94,1011,3,61.27,0.297,20.65,0,0,,4,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-15,60.46,1209,14,50.01,1.158,4.32,0,0,,12,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-16,61.51,1029,7,59.78,0.68,8.79,0,0,,9,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-17,46.6,914,8,50.98,0.875,5.83,0,0,,9,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250674343900660,120250602165530660,2026-09-18,45.53,854,8,53.31,0.937,5.69,0,0,,9,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-20,15.22,518,7,29.38,1.351,2.17,1,1,15.22,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-21,42.61,1534,15,27.78,0.978,2.84,2,2,21.3,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-22,29.76,1232,18,24.16,1.461,1.65,4,4,7.44,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-23,55.53,2408,21,23.06,0.872,2.64,2,2,27.77,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-24,122.11,5646,81,21.63,1.435,1.51,6,6,20.35,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-25,66.9,3236,48,20.67,1.483,1.39,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-26,90.61,2817,34,32.17,1.207,2.67,3,3,30.2,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-27,138.3,5912,68,23.39,1.15,2.03,5,5,27.66,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-28,105.18,3824,30,27.51,0.785,3.51,3,3,35.06,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-29,101.41,3963,36,25.59,0.908,2.82,6,6,16.9,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-30,139.84,6104,67,22.91,1.098,2.09,7,7,19.98,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-08-31,125.23,5906,70,21.2,1.185,1.79,1,1,125.23,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-09-01,118.43,5443,36,21.76,0.661,3.29,1,1,118.43,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250729044840660,120250602165530660,2026-09-02,113.86,4986,36,22.84,0.722,3.16,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-03,45.67,1199,11,38.09,0.917,4.15,1,1,45.67,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-04,35.3,1062,6,33.24,0.565,5.88,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-05,53.28,1273,4,41.85,0.314,13.32,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-06,43.89,925,3,47.45,0.324,14.63,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-07,35.15,720,4,48.82,0.556,8.79,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-08,43.43,948,4,45.81,0.422,10.86,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032620660,120250602165530660,2026-09-09,0.95,17,0,55.88,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032970660,120250602165530660,2026-09-03,33.52,334,1,100.36,0.299,33.52,1,1,33.52,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032970660,120250602165530660,2026-09-04,24.12,220,0,109.64,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032970660,120250602165530660,2026-09-05,17.55,235,1,74.68,0.426,17.55,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032970660,120250602165530660,2026-09-06,40.12,335,4,119.76,1.194,10.03,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032970660,120250602165530660,2026-09-07,41.01,369,1,111.14,0.271,41.01,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893032970660,120250602165530660,2026-09-08,29.99,225,0,133.29,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-03,36.29,371,1,97.82,0.27,36.29,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-04,32.24,344,1,93.72,0.291,32.24,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-05,21.66,247,1,87.69,0.405,21.66,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-06,47.89,449,5,106.66,1.114,9.58,1,1,47.89,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-07,45.83,307,3,149.28,0.977,15.28,1,1,45.83,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-08,29.36,235,2,124.94,0.851,14.68,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893034090660,120250602165530660,2026-09-09,0.03,3,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-03,21.46,597,3,35.95,0.503,7.15,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-04,19.42,414,1,46.91,0.242,19.42,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-05,18.97,440,0,43.11,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-06,27.72,661,4,41.94,0.605,6.93,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-07,22.06,439,1,50.25,0.228,22.06,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-08,12.53,240,0,52.21,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893035640660,120250602165530660,2026-09-09,0.81,16,0,50.62,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-03,18.48,423,2,43.69,0.473,9.24,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-04,24.84,751,3,33.08,0.399,8.28,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-05,16.6,648,4,25.62,0.617,4.15,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-06,21.87,578,3,37.84,0.519,7.29,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-07,18.01,278,2,64.78,0.719,9.01,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-08,19.68,356,3,55.28,0.843,6.56,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893036610660,120250602165530660,2026-09-09,0.35,8,0,43.75,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-03,19.44,501,4,38.8,0.798,4.86,1,1,19.44,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-04,20.41,436,7,46.81,1.606,2.92,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-05,19.84,534,0,37.15,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-06,25.23,546,1,46.21,0.183,25.23,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-07,24.11,526,2,45.84,0.38,12.05,1,1,24.11,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-08,21.23,460,5,46.15,1.087,4.25,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-09,22.12,391,2,56.57,0.512,11.06,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-10,13.96,288,1,48.47,0.347,13.96,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-11,22.59,393,4,57.48,1.018,5.65,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893037930660,120250602165530660,2026-09-12,5.01,132,0,37.95,0.0,,0,0,,0,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-03,16.8,531,3,31.64,0.565,5.6,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-04,21.55,516,1,41.76,0.194,21.55,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-05,21.16,560,1,37.79,0.179,21.16,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-06,23.2,469,4,49.47,0.853,5.8,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-07,14.58,241,1,60.5,0.415,14.58,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-08,13.95,284,0,49.12,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893038470660,120250602165530660,2026-09-09,1.18,10,0,118.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-03,16.4,611,1,26.84,0.164,16.4,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-04,25.28,825,6,30.64,0.727,4.21,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-05,18.49,744,3,24.85,0.403,6.16,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-06,21.78,706,5,30.85,0.708,4.36,1,1,21.78,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-07,22.14,608,3,36.41,0.493,7.38,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-08,15.58,606,4,25.71,0.66,3.9,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250893040020660,120250602165530660,2026-09-09,0.88,22,1,40.0,4.545,0.88,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-09,114.81,2880,23,39.86,0.799,4.99,1,0,114.81,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-10,144.85,4082,27,35.49,0.661,5.36,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-11,358.9,10020,47,35.82,0.469,7.64,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-12,252.03,6420,39,39.26,0.607,6.46,1,1,252.03,11,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-13,234.69,5170,22,45.39,0.426,10.67,0,0,,21,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-14,155.15,3133,15,49.52,0.479,10.34,0,0,,15,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-15,174.51,3655,14,47.75,0.383,12.46,1,1,174.51,15,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-16,234.76,4283,28,54.81,0.654,8.38,0,0,,32,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-17,234.44,2732,15,85.81,0.549,15.63,0,0,,18,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009570660,120250602165530660,2026-09-18,143.4,1129,12,127.02,1.063,11.95,0,0,,11,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120251012009850660,120250602165530660,2026-09-09,96.47,1406,6,68.61,0.427,16.08,1,1,96.47,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
