level,object_id,campaign_id,day_ET,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed,new_acquisitions,completed_CPL,observed_sessions,observed_starts,measurement_flags
AD,120250540502680660,120250540492410660,2026-08-19,0.16,2,0,80.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603471960660,120250602165530660,2026-08-14,30.89,936,10,33.0,1.068,3.09,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603472950660,120250602165530660,2026-08-13,0.29,5,0,58.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603472950660,120250602165530660,2026-08-14,0.14,7,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603473330660,120250602165530660,2026-08-13,0.02,3,0,6.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603473330660,120250602165530660,2026-08-14,0.67,20,0,33.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603474050660,120250602165530660,2026-08-13,2.51,105,0,23.9,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250603474050660,120250602165530660,2026-08-14,3.1,116,0,26.72,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250635759260660,120250602165530660,2026-08-15,1.26,10,0,126.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250635759410660,120250602165530660,2026-08-15,3.86,137,0,28.18,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636363800660,120250602165530660,2026-08-15,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636364190660,120250602165530660,2026-08-15,0.17,12,0,14.17,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636364390660,120250602165530660,2026-08-15,19.43,807,14,24.08,1.735,1.39,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636364970660,120250602165530660,2026-08-15,0.69,73,0,9.45,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636365540660,120250602165530660,2026-08-15,2.08,96,1,21.67,1.042,2.08,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636366180660,120250602165530660,2026-08-15,3.31,185,3,17.89,1.622,1.1,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636366510660,120250602165530660,2026-08-15,0.24,20,0,12.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636367150660,120250602165530660,2026-08-15,1.28,6,0,213.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636367800660,120250602165530660,2026-08-15,0.16,3,0,53.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636368170660,120250602165530660,2026-08-15,0.22,8,0,27.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636369010660,120250602165530660,2026-08-15,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636369920660,120250602165530660,2026-08-15,0.22,11,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636370440660,120250602165530660,2026-08-15,0.22,15,2,14.67,13.333,0.11,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636372640660,120250602165530660,2026-08-15,0.11,5,1,22.0,20.0,0.11,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636373050660,120250602165530660,2026-08-15,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636373510660,120250602165530660,2026-08-15,0.01,2,0,5.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636375810660,120250602165530660,2026-08-15,0.14,7,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636376300660,120250602165530660,2026-08-15,0.13,5,0,26.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636377190660,120250602165530660,2026-08-15,0.06,2,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636377890660,120250602165530660,2026-08-15,0.14,3,0,46.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636379470660,120250602165530660,2026-08-15,0.18,1,0,180.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636380250660,120250602165530660,2026-08-15,0.0,1,0,0.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636380680660,120250602165530660,2026-08-15,0.01,2,0,5.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636381170660,120250602165530660,2026-08-15,0.01,2,0,5.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636382050660,120250602165530660,2026-08-15,0.16,10,0,16.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250636382330660,120250602165530660,2026-08-15,0.53,8,0,66.25,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639565080660,120250602165530660,2026-08-15,0.05,2,0,25.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-15,5.83,201,3,29.0,1.493,1.94,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-16,81.09,1953,12,41.52,0.614,6.76,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-17,64.39,2031,18,31.7,0.886,3.58,3,3,21.46,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-18,25.05,608,3,41.2,0.493,8.35,1,1,25.05,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-19,20.65,506,6,40.81,1.186,3.44,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-20,26.21,700,3,37.44,0.429,8.74,1,1,26.21,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-21,17.71,310,4,57.13,1.29,4.43,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-22,11.14,250,1,44.56,0.4,11.14,1,1,11.14,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-23,19.18,448,5,42.81,1.116,3.84,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-24,18.26,506,6,36.09,1.186,3.04,1,1,18.26,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-25,19.64,661,2,29.71,0.303,9.82,1,1,19.64,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-26,23.01,610,3,37.72,0.492,7.67,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-27,23.16,430,5,53.86,1.163,4.63,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-28,17.12,390,4,43.9,1.026,4.28,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-29,11.29,358,1,31.54,0.279,11.29,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-30,26.72,765,3,34.93,0.392,8.91,1,1,26.72,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-08-31,24.97,689,6,36.24,0.871,4.16,3,3,8.32,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-01,19.23,644,4,29.86,0.621,4.81,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-02,23.23,532,5,43.67,0.94,4.65,1,1,23.23,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-03,37.2,1071,3,34.73,0.28,12.4,1,1,37.2,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-04,33.52,750,2,44.69,0.267,16.76,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-05,28.73,710,3,40.46,0.423,9.58,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-06,45.63,1062,7,42.97,0.659,6.52,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-07,38.69,927,11,41.74,1.187,3.52,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-08,35.98,953,6,37.75,0.63,6.0,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639700480660,120250602165530660,2026-09-09,1.54,39,0,39.49,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-15,1.98,80,3,24.75,3.75,0.66,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-16,1.62,13,0,124.62,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-17,0.25,3,0,83.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-18,1.81,20,0,90.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-19,1.27,29,0,43.79,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-20,0.02,2,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-21,0.12,1,0,120.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-23,0.05,2,0,25.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-25,0.14,3,0,46.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-26,0.03,4,0,7.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-30,0.09,5,0,18.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-08-31,0.05,1,0,50.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701130660,120250602165530660,2026-09-02,0.08,2,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-15,0.39,25,0,15.6,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-16,0.31,13,0,23.85,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-17,0.19,2,0,95.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-18,3.65,67,0,54.48,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-19,23.87,379,7,62.98,1.847,3.41,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-20,4.04,116,0,34.83,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-21,4.07,69,0,58.99,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-22,3.24,74,1,43.78,1.351,3.24,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-23,8.65,176,1,49.15,0.568,8.65,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-24,8.46,135,1,62.67,0.741,8.46,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-25,3.48,70,0,49.71,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-26,0.98,25,0,39.2,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-27,0.58,14,0,41.43,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-28,0.27,9,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-29,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-08-30,0.19,7,0,27.14,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-01,0.94,13,0,72.31,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-02,0.16,7,0,22.86,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-03,3.8,12,0,316.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-04,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-06,0.2,6,0,33.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-07,0.27,11,0,24.55,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-08,0.19,3,0,63.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701550660,120250602165530660,2026-09-09,0.04,2,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-15,3.03,90,1,33.67,1.111,3.03,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-16,2.94,61,1,48.2,1.639,2.94,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-17,4.79,47,0,101.91,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-18,5.18,145,0,35.72,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-19,3.72,45,0,82.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-21,0.41,4,0,102.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-24,0.04,3,0,13.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-08-31,0.06,1,0,60.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639701990660,120250602165530660,2026-09-01,0.11,3,0,36.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-15,5.85,116,0,50.43,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-16,37.09,645,4,57.5,0.62,9.27,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-17,14.87,296,0,50.24,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-18,6.22,28,1,222.14,3.571,6.22,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-19,1.26,31,0,40.65,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-20,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-21,1.55,18,0,86.11,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-22,0.2,7,0,28.57,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-23,1.65,24,0,68.75,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-24,0.8,10,0,80.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-25,0.1,3,0,33.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-29,1.75,2,0,875.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-30,0.09,3,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-08-31,0.04,1,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702130660,120250602165530660,2026-09-01,0.05,2,0,25.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-15,1.81,41,0,44.15,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-16,1.14,22,0,51.82,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-17,0.25,4,0,62.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-18,0.15,4,0,37.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-19,0.41,5,0,82.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-20,0.06,3,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-21,0.1,4,0,25.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-23,0.06,4,0,15.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639702460660,120250602165530660,2026-08-26,0.01,2,0,5.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
